Date,Total Sales,Sector,Day,Month,Year
2015-04-13,681.04,Calcio,13,4,2015
2015-04-13,1239.0,Running,13,4,2015
2015-04-14,497.67,Calcio,14,4,2015
2015-04-14,742.57,Casual,14,4,2015
2015-04-14,570.77,Pesca,14,4,2015
2015-04-15,748.36,Pesca,15,4,2015
2015-04-15,4101.09,Casual,15,4,2015
2015-04-15,664.52,Calcio,15,4,2015
2015-04-15,136.29,Snowboard,15,4,2015
2015-04-15,1957.62,Running,15,4,2015
2015-04-16,510.06,Calcio,16,4,2015
2015-04-16,2270.26,Casual,16,4,2015
2015-04-16,2469.74,Pesca,16,4,2015
2015-04-17,1299.3,Casual,17,4,2015
2015-04-17,297.36,Basket,17,4,2015
2015-04-17,144.14,Calcio,17,4,2015
2015-04-17,2295.45,Fitness,17,4,2015
2015-04-17,1618.96,Snowboard,17,4,2015
2015-04-17,82.19,Nuoto,17,4,2015
2015-04-17,717.38,Pesca,17,4,2015
2015-04-17,49.44,Tennis,17,4,2015
2015-04-17,523.68,Mare,17,4,2015
2015-04-18,1082.06,Casual,18,4,2015
2015-04-18,3117.12,Fitness,18,4,2015
2015-04-18,494.77,Basket,18,4,2015
2015-04-18,407.63,Calcio,18,4,2015
2015-04-18,247.39,Bambino,18,4,2015
2015-04-18,268.45,Volley,18,4,2015
2015-04-18,1552.47,Running,18,4,2015
2015-04-18,309.34,Sci,18,4,2015
2015-04-18,578.2,Snowboard,18,4,2015
2015-04-18,185.85,Trekking,18,4,2015
2015-04-18,1160.53,Pesca,18,4,2015
2015-04-19,499.73,Running,19,4,2015
2015-04-19,6271.41,Casual,19,4,2015
2015-04-19,1032.5,Snowboard,19,4,2015
2015-04-19,3792.99,Pesca,19,4,2015
2015-04-19,619.09,Basket,19,4,2015
2015-04-19,610.0,Fitness,19,4,2015
2015-04-19,1784.16,Calcio,19,4,2015
2015-04-19,133.81,Mare,19,4,2015
2015-04-20,123.49,Mare,20,4,2015
2015-04-20,1674.3,Calcio,20,4,2015
2015-04-20,6950.79,Casual,20,4,2015
2015-04-20,1950.89,Fitness,20,4,2015
2015-04-20,1554.33,Pesca,20,4,2015
2015-04-20,574.07,Running,20,4,2015
2015-04-20,2370.62,Snowboard,20,4,2015
2015-04-20,861.93,Trekking,20,4,2015
2015-04-21,3175.56,Sci,21,4,2015
2015-04-21,1414.53,Pesca,21,4,2015
2015-04-21,160.24,Nuoto,21,4,2015
2015-04-21,313.47,Mare,21,4,2015
2015-04-21,845.0,Fitness,21,4,2015
2015-04-21,1630.94,Calcio,21,4,2015
2015-04-21,288.69,Basket,21,4,2015
2015-04-21,920.58,Snowboard,21,4,2015
2015-04-21,3739.72,Casual,21,4,2015
2015-04-22,873.5,Calcio,22,4,2015
2015-04-22,2101.76,Fitness,22,4,2015
2015-04-22,900.34,Bambino,22,4,2015
2015-04-22,371.29,Basket,22,4,2015
2015-04-22,4874.23,Casual,22,4,2015
2015-04-22,412.59,Sci,22,4,2015
2015-04-22,65.67,Mare,22,4,2015
2015-04-22,106.84,Tennis,22,4,2015
2015-04-22,268.04,Trekking,22,4,2015
2015-04-22,642.63,Running,22,4,2015
2015-04-22,1228.47,Pesca,22,4,2015
2015-04-23,5542.05,Casual,23,4,2015
2015-04-23,199.36,Basket,23,4,2015
2015-04-23,1319.95,Calcio,23,4,2015
2015-04-23,123.49,Bambino,23,4,2015
2015-04-23,2541.19,Fitness,23,4,2015
2015-04-23,465.04,Running,23,4,2015
2015-04-23,1600.17,Pesca,23,4,2015
2015-04-23,17.35,Ciclismo,23,4,2015
2015-04-24,663.9,Pesca,24,4,2015
2015-04-24,177.18,Calcio,24,4,2015
2015-04-24,3987.1,Casual,24,4,2015
2015-04-24,1358.36,Fitness,24,4,2015
2015-04-24,53.28,Nuoto,24,4,2015
2015-04-24,817.74,Snowboard,24,4,2015
2015-04-25,309.34,Calcio,25,4,2015
2015-04-25,2247.96,Casual,25,4,2015
2015-04-25,247.39,Bambino,25,4,2015
2015-04-25,313.47,Mare,25,4,2015
2015-04-25,28.5,Arti marziali,25,4,2015
2015-04-25,264.32,Snowboard,25,4,2015
2015-04-25,916.03,Pesca,25,4,2015
2015-04-25,895.8,Running,25,4,2015
2015-04-25,1336.47,Fitness,25,4,2015
2015-04-26,1030.02,Calcio,26,4,2015
2015-04-26,4148.59,Casual,26,4,2015
2015-04-26,895.67,Fitness,26,4,2015
2015-04-26,1278.65,Pesca,26,4,2015
2015-04-26,614.96,Running,26,4,2015
2015-04-26,107.38,Subacquea,26,4,2015
2015-04-27,313.47,Mare,27,4,2015
2015-04-27,123.49,Calcio,27,4,2015
2015-04-27,3002.1,Fitness,27,4,2015
2015-04-27,557.14,Basket,27,4,2015
2015-04-27,1263.78,Running,27,4,2015
2015-04-27,1478.54,Snowboard,27,4,2015
2015-04-27,5652.32,Casual,27,4,2015
2015-04-27,1431.66,Pesca,27,4,2015
2015-04-28,1300.0,Fitness,28,4,2015
2015-04-28,1838.68,Pesca,28,4,2015
2015-04-28,40.89,Ciclismo,28,4,2015
2015-04-28,640.15,Running,28,4,2015
2015-04-28,729.77,Calcio,28,4,2015
2015-04-28,103.25,Basket,28,4,2015
2015-04-28,3979.67,Casual,28,4,2015
2015-04-28,1858.5,Snowboard,28,4,2015
2015-04-29,619.09,Fitness,29,4,2015
2015-04-29,565.81,Basket,29,4,2015
2015-04-29,370.87,Calcio,29,4,2015
2015-04-29,2744.39,Casual,29,4,2015
2015-04-29,1255.52,Running,29,4,2015
2015-04-29,1345.97,Pesca,29,4,2015
2015-04-29,449.76,Snowboard,29,4,2015
2015-04-29,24.78,Tennis,29,4,2015
2015-04-30,292.4,Calcio,30,4,2015
2015-04-30,2406.55,Casual,30,4,2015
2015-04-30,670.3,Fitness,30,4,2015
2015-04-30,123.49,Mare,30,4,2015
2015-04-30,2684.09,Pesca,30,4,2015
2015-04-30,1023.41,Running,30,4,2015
2015-04-30,164.79,Sci,30,4,2015
2015-04-30,659.97,Trekking,30,4,2015
2015-05-01,4641.29,Fitness,1,5,2015
2015-05-01,1412.05,Calcio,1,5,2015
2015-05-01,1355.88,Casual,1,5,2015
2015-05-01,214.76,Arti marziali,1,5,2015
2015-05-01,454.3,Running,1,5,2015
2015-05-01,149.8,Pattini,1,5,2015
2015-05-01,1524.59,Pesca,1,5,2015
2015-05-01,238.71,Mare,1,5,2015
2015-05-02,46.26,Ciclismo,2,5,2015
2015-05-02,388.22,Basket,2,5,2015
2015-05-02,728.95,Calcio,2,5,2015
2015-05-02,4299.33,Casual,2,5,2015
2015-05-02,197.83,Snowboard,2,5,2015
2015-05-02,659.97,Fitness,2,5,2015
2015-05-02,714.49,Running,2,5,2015
2015-05-02,268.45,Volley,2,5,2015
2015-05-02,288.69,Trekking,2,5,2015
2015-05-02,587.29,Pesca,2,5,2015
2015-05-02,103.25,Mare,2,5,2015
2015-05-03,1312.1,Calcio,3,5,2015
2015-05-03,3942.09,Casual,3,5,2015
2015-05-03,1643.33,Fitness,3,5,2015
2015-05-03,2379.09,Pesca,3,5,2015
2015-05-03,764.05,Running,3,5,2015
2015-05-03,144.14,Tennis,3,5,2015
2015-05-04,1042.0,Pesca,4,5,2015
2015-05-04,321.73,Basket,4,5,2015
2015-05-04,5318.61,Calcio,4,5,2015
2015-05-04,4304.29,Casual,4,5,2015
2015-05-04,532.77,Mare,4,5,2015
2015-05-04,6377.13,Fitness,4,5,2015
2015-05-04,615.37,Sci,4,5,2015
2015-05-04,165.2,Snowboard,4,5,2015
2015-05-04,127.78,Tennis,4,5,2015
2015-05-04,329.99,Trekking,4,5,2015
2015-05-04,870.6,Running,4,5,2015
2015-05-05,1837.85,Running,5,5,2015
2015-05-05,2109.6,Pesca,5,5,2015
2015-05-05,86.32,Nuoto,5,5,2015
2015-05-05,3662.48,Fitness,5,5,2015
2015-05-05,6301.55,Casual,5,5,2015
2015-05-05,260.19,Basket,5,5,2015
2015-05-05,408.87,Subacquea,5,5,2015
2015-05-05,1809.64,Calcio,5,5,2015
2015-05-06,78.88,Ciclismo,6,5,2015
2015-05-06,474.54,Basket,6,5,2015
2015-05-06,828.89,Calcio,6,5,2015
2015-05-06,2557.3,Casual,6,5,2015
2015-05-06,458.02,Mare,6,5,2015
2015-05-06,2531.28,Sci,6,5,2015
2015-05-06,61.95,Nuoto,6,5,2015
2015-05-06,809.48,Running,6,5,2015
2015-05-06,149.8,Pattini,6,5,2015
2015-05-06,2195.3,Pesca,6,5,2015
2015-05-06,1954.32,Fitness,6,5,2015
2015-05-07,1642.5,Fitness,7,5,2015
2015-05-07,3313.09,Calcio,7,5,2015
2015-05-07,5168.7,Casual,7,5,2015
2015-05-07,1445.5,Running,7,5,2015
2015-05-07,746.7,Basket,7,5,2015
2015-05-07,24.37,Nuoto,7,5,2015
2015-05-07,1887.0,Pesca,7,5,2015
2015-05-07,739.27,Snowboard,7,5,2015
2015-05-07,82.19,Mare,7,5,2015
2015-05-08,2501.13,Calcio,8,5,2015
2015-05-08,2938.5,Casual,8,5,2015
2015-05-08,348.45,Fitness,8,5,2015
2015-05-08,82.19,Nuoto,8,5,2015
2015-05-08,1246.43,Pesca,8,5,2015
2015-05-08,4030.88,Sci,8,5,2015
2015-05-08,780.57,Snowboard,8,5,2015
2015-05-08,122.54,Volley,8,5,2015
2015-05-09,18.17,Ciclismo,9,5,2015
2015-05-09,309.75,Basket,9,5,2015
2015-05-09,2632.46,Calcio,9,5,2015
2015-05-09,2249.82,Pesca,9,5,2015
2015-05-09,2047.65,Casual,9,5,2015
2015-05-09,2229.37,Sci,9,5,2015
2015-05-09,293.23,Tennis,9,5,2015
2015-05-09,556.72,Running,9,5,2015
2015-05-09,735.14,Fitness,9,5,2015
2015-05-10,206.5,Bambino,10,5,2015
2015-05-10,1151.03,Calcio,10,5,2015
2015-05-10,3717.41,Casual,10,5,2015
2015-05-10,1638.37,Fitness,10,5,2015
2015-05-10,313.47,Mare,10,5,2015
2015-05-10,36.76,Nuoto,10,5,2015
2015-05-10,684.96,Pesca,10,5,2015
2015-05-10,103.25,Snowboard,10,5,2015
2015-05-10,37.05,Ping-pong,10,5,2015
2015-05-11,562.92,Mare,11,5,2015
2015-05-11,288.69,Tennis,11,5,2015
2015-05-11,3639.36,Calcio,11,5,2015
2015-05-11,5321.09,Casual,11,5,2015
2015-05-11,2179.81,Fitness,11,5,2015
2015-05-11,491.47,Snowboard,11,5,2015
2015-05-11,1152.31,Pesca,11,5,2015
2015-05-11,289.1,Running,11,5,2015
2015-05-11,3382.47,Sci,11,5,2015
2015-05-11,255.65,Basket,11,5,2015
2015-05-12,4044.1,Casual,12,5,2015
2015-05-12,99.12,Mare,12,5,2015
2015-05-12,445.63,Basket,12,5,2015
2015-05-12,1882.45,Calcio,12,5,2015
2015-05-12,4697.05,Fitness,12,5,2015
2015-05-12,702.1,Trekking,12,5,2015
2015-05-12,1398.83,Pesca,12,5,2015
2015-05-12,986.66,Running,12,5,2015
2015-05-12,371.7,Volley,12,5,2015
2015-05-12,284.97,Skateboard,12,5,2015
2015-05-12,103.25,Snowboard,12,5,2015
2015-05-13,4262.99,Fitness,13,5,2015
2015-05-13,4514.5,Calcio,13,5,2015
2015-05-13,4621.06,Casual,13,5,2015
2015-05-13,3497.7,Pesca,13,5,2015
2015-05-13,311.4,Bambino,13,5,2015
2015-05-13,433.24,Running,13,5,2015
2015-05-13,206.09,Tennis,13,5,2015
2015-05-13,103.25,Snowboard,13,5,2015
2015-05-13,150.75,Mare,13,5,2015
2015-05-14,1627.22,Pesca,14,5,2015
2015-05-14,105.32,Bambino,14,5,2015
2015-05-14,7573.59,Calcio,14,5,2015
2015-05-14,2925.28,Casual,14,5,2015
2015-05-14,1316.23,Fitness,14,5,2015
2015-05-14,251.52,Mare,14,5,2015
2015-05-14,389.05,Nuoto,14,5,2015
2015-05-14,1841.15,Sci,14,5,2015
2015-05-15,2235.16,Calcio,15,5,2015
2015-05-15,1118.82,Fitness,15,5,2015
2015-05-15,3004.58,Casual,15,5,2015
2015-05-15,722.34,Basket,15,5,2015
2015-05-15,3179.27,Running,15,5,2015
2015-05-15,112.54,Calcio,15,5,2015
2015-05-15,2843.92,Pesca,15,5,2015
2015-05-15,350.22,Snowboard,15,5,2015
2015-05-16,123.49,Arti marziali,16,5,2015
2015-05-16,309.75,Basket,16,5,2015
2015-05-16,3302.76,Calcio,16,5,2015
2015-05-16,5953.81,Casual,16,5,2015
2015-05-16,697.56,Fitness,16,5,2015
2015-05-16,943.71,Mare,16,5,2015
2015-05-16,2938.5,Pesca,16,5,2015
2015-05-16,1894.02,Running,16,5,2015
2015-05-16,202.37,Snowboard,16,5,2015
2015-05-16,144.14,Tennis,16,5,2015
2015-05-16,4579.34,Sci,16,5,2015
2015-05-16,40.89,Nuoto,16,5,2015
2015-05-17,447.28,Mare,17,5,2015
2015-05-17,309.75,Basket,17,5,2015
2015-05-17,2868.29,Calcio,17,5,2015
2015-05-17,1786.64,Casual,17,5,2015
2015-05-17,491.06,Fitness,17,5,2015
2015-05-17,36.76,Nuoto,17,5,2015
2015-05-17,37.05,Ping-pong,17,5,2015
2015-05-17,1465.74,Running,17,5,2015
2015-05-17,536.9,Trekking,17,5,2015
2015-05-17,7776.17,Pesca,17,5,2015
2015-05-17,103.25,Volley,17,5,2015
2015-05-18,148.68,Mare,18,5,2015
2015-05-18,742.57,Bambino,18,5,2015
2015-05-18,2743.97,Calcio,18,5,2015
2015-05-18,35.11,Ciclismo,18,5,2015
2015-05-18,5722.53,Casual,18,5,2015
2015-05-18,1940.27,Running,18,5,2015
2015-05-18,185.44,Tennis,18,5,2015
2015-05-18,77.11,Nuoto,18,5,2015
2015-05-18,2097.63,Pesca,18,5,2015
2015-05-18,3689.21,Fitness,18,5,2015
2015-05-19,235.7,Arti marziali,19,5,2015
2015-05-19,5136.48,Fitness,19,5,2015
2015-05-19,3828.8,Calcio,19,5,2015
2015-05-19,197.41,Ciclismo,19,5,2015
2015-05-19,1061.41,Casual,19,5,2015
2015-05-19,436.95,Mare,19,5,2015
2015-05-19,178.42,Nuoto,19,5,2015
2015-05-19,2820.01,Pesca,19,5,2015
2015-05-19,123.49,Snowboard,19,5,2015
2015-05-19,1015.57,Running,19,5,2015
2015-05-20,1341.42,Calcio,20,5,2015
2015-05-20,247.8,Trekking,20,5,2015
2015-05-20,454.3,Tennis,20,5,2015
2015-05-20,701.69,Running,20,5,2015
2015-05-20,1837.68,Pesca,20,5,2015
2015-05-20,699.21,Mare,20,5,2015
2015-05-20,1823.81,Fitness,20,5,2015
2015-05-20,1293.52,Casual,20,5,2015
2015-05-20,127.62,Nuoto,20,5,2015
2015-05-21,74.63,Baseball,21,5,2015
2015-05-21,1182.83,Casual,21,5,2015
2015-05-21,3423.36,Calcio,21,5,2015
2015-05-21,408.87,Running,21,5,2015
2015-05-21,3546.64,Fitness,21,5,2015
2015-05-21,907.15,Pesca,21,5,2015
2015-05-21,412.17,Pattini,21,5,2015
2015-05-22,220.96,Bambino,22,5,2015
2015-05-22,1340.19,Calcio,22,5,2015
2015-05-22,1526.45,Casual,22,5,2015
2015-05-22,515.42,Fitness,22,5,2015
2015-05-22,932.14,Pesca,22,5,2015
2015-05-22,1630.94,Running,22,5,2015
2015-05-22,449.76,Snowboard,22,5,2015
2015-05-22,97.88,Subacquea,22,5,2015
2015-05-22,40.89,Volley,22,5,2015
2015-05-23,131.33,Fitness,23,5,2015
2015-05-23,74.34,Basket,23,5,2015
2015-05-23,2545.73,Calcio,23,5,2015
2015-05-23,1769.71,Casual,23,5,2015
2015-05-23,494.77,Running,23,5,2015
2015-05-23,288.27,Mare,23,5,2015
2015-05-23,1703.83,Pesca,23,5,2015
2015-05-23,45.02,Subacquea,23,5,2015
2015-05-23,190.81,Ciclismo,23,5,2015
2015-05-24,144.55,Running,24,5,2015
2015-05-24,577.37,Calcio,24,5,2015
2015-05-24,483.21,Casual,24,5,2015
2015-05-24,103.25,Fitness,24,5,2015
2015-05-24,156.94,Mare,24,5,2015
2015-05-24,3900.58,Pesca,24,5,2015
2015-05-25,77.23,Ciclismo,25,5,2015
2015-05-25,3057.85,Casual,25,5,2015
2015-05-25,78.47,Arti marziali,25,5,2015
2015-05-25,1352.99,Calcio,25,5,2015
2015-05-25,36.34,Arceria,25,5,2015
2015-05-25,574.07,Running,25,5,2015
2015-05-25,164.79,Rugby,25,5,2015
2015-05-25,1647.87,Sci,25,5,2015
2015-05-25,995.33,Pesca,25,5,2015
2015-05-25,2995.08,Fitness,25,5,2015
2015-05-26,119.77,Arti marziali,26,5,2015
2015-05-26,103.25,Basket,26,5,2015
2015-05-26,1540.08,Calcio,26,5,2015
2015-05-26,2822.44,Casual,26,5,2015
2015-05-26,1355.47,Fitness,26,5,2015
2015-05-26,136.29,Nuoto,26,5,2015
2015-05-26,2241.14,Pesca,26,5,2015
2015-05-26,247.39,Running,26,5,2015
2015-05-27,177.18,Bambino,27,5,2015
2015-05-27,4168.41,Calcio,27,5,2015
2015-05-27,969.72,Casual,27,5,2015
2015-05-27,313.88,Fitness,27,5,2015
2015-05-27,1570.43,Pesca,27,5,2015
2015-05-27,132.16,Running,27,5,2015
2015-05-27,532.77,Snowboard,27,5,2015
2015-05-27,385.33,Trekking,27,5,2015
2015-05-28,1234.46,Calcio,28,5,2015
2015-05-28,2822.86,Casual,28,5,2015
2015-05-28,326.27,Mare,28,5,2015
2015-05-28,61.95,Bambino,28,5,2015
2015-05-28,684.34,Pesca,28,5,2015
2015-05-28,30.98,Tennis,28,5,2015
2015-05-28,1048.61,Fitness,28,5,2015
2015-05-29,539.79,Calcio,29,5,2015
2015-05-29,546.81,Casual,29,5,2015
2015-05-29,71.86,Ciclismo,29,5,2015
2015-05-29,780.16,Fitness,29,5,2015
2015-05-29,82.19,Mare,29,5,2015
2015-05-29,700.45,Pesca,29,5,2015
2015-05-29,656.67,Running,29,5,2015
2015-05-29,164.79,Trekking,29,5,2015
2015-05-30,1568.16,Fitness,30,5,2015
2015-05-30,619.09,Calcio,30,5,2015
2015-05-30,1832.89,Casual,30,5,2015
2015-05-30,748.77,Mare,30,5,2015
2015-05-30,139.59,Sci,30,5,2015
2015-05-30,247.39,Running,30,5,2015
2015-05-31,351.05,Trekking,31,5,2015
2015-05-31,1070.91,Calcio,31,5,2015
2015-05-31,945.36,Casual,31,5,2015
2015-05-31,1134.51,Fitness,31,5,2015
2015-05-31,313.47,Mare,31,5,2015
2015-05-31,519.55,Pesca,31,5,2015
2015-05-31,1362.49,Running,31,5,2015
2015-06-01,133.4,Ciclismo,1,6,2015
2015-06-01,1109.32,Calcio,1,6,2015
2015-06-01,1011.02,Casual,1,6,2015
2015-06-01,1197.7,Running,1,6,2015
2015-06-01,20.65,Fitness,1,6,2015
2015-06-01,103.25,Snowboard,1,6,2015
2015-06-01,86.32,Nuoto,1,6,2015
2015-06-01,6095.67,Pesca,1,6,2015
2015-06-01,313.47,Mare,1,6,2015
2015-06-02,2719.19,Calcio,2,6,2015
2015-06-02,2257.87,Casual,2,6,2015
2015-06-02,66.91,Ciclismo,2,6,2015
2015-06-02,2244.53,Fitness,2,6,2015
2015-06-02,136.29,Nuoto,2,6,2015
2015-06-02,2794.98,Pesca,2,6,2015
2015-06-02,1713.95,Running,2,6,2015
2015-06-02,268.04,Trekking,2,6,2015
2015-06-03,474.54,Basket,3,6,2015
2015-06-03,3023.16,Calcio,3,6,2015
2015-06-03,2049.31,Casual,3,6,2015
2015-06-03,515.01,Fitness,3,6,2015
2015-06-03,370.46,Mare,3,6,2015
2015-06-03,2232.68,Pesca,3,6,2015
2015-06-03,1031.26,Running,3,6,2015
2015-06-03,176.76,Subacquea,3,6,2015
2015-06-04,2862.5,Casual,4,6,2015
2015-06-04,177.18,Basket,4,6,2015
2015-06-04,1553.71,Calcio,4,6,2015
2015-06-04,1480.61,Fitness,4,6,2015
2015-06-04,866.47,Mare,4,6,2015
2015-06-04,2143.88,Pesca,4,6,2015
2015-06-04,532.36,Running,4,6,2015
2015-06-04,90.86,Snowboard,4,6,2015
2015-06-04,110.44,Ping-pong,4,6,2015
2015-06-04,143.31,Subacquea,4,6,2015
2015-06-05,1050.14,Basket,5,6,2015
2015-06-05,774.25,Calcio,5,6,2015
2015-06-05,928.42,Casual,5,6,2015
2015-06-05,40.89,Ciclismo,5,6,2015
2015-06-05,5491.66,Fitness,5,6,2015
2015-06-05,638.09,Mare,5,6,2015
2015-06-05,2773.3,Pesca,5,6,2015
2015-06-05,148.27,Skateboard,5,6,2015
2015-06-05,103.25,Snowboard,5,6,2015
2015-06-05,1193.57,Trekking,5,6,2015
2015-06-06,1215.46,Calcio,6,6,2015
2015-06-06,1937.8,Fitness,6,6,2015
2015-06-06,26.85,Ciclismo,6,6,2015
2015-06-06,557.14,Casual,6,6,2015
2015-06-06,866.89,Running,6,6,2015
2015-06-06,88.8,Mare,6,6,2015
2015-06-06,4161.8,Pesca,6,6,2015
2015-06-06,206.09,Freccette,6,6,2015
2015-06-07,1036.22,Calcio,7,6,2015
2015-06-07,845.0,Casual,7,6,2015
2015-06-07,2366.49,Fitness,7,6,2015
2015-06-07,255.65,Mare,7,6,2015
2015-06-07,619.09,Pesca,7,6,2015
2015-06-07,837.98,Running,7,6,2015
2015-06-08,3073.01,Fitness,8,6,2015
2015-06-08,202.37,Mare,8,6,2015
2015-06-08,2266.96,Calcio,8,6,2015
2015-06-08,2423.07,Casual,8,6,2015
2015-06-08,635.61,Basket,8,6,2015
2015-06-08,2105.89,Pesca,8,6,2015
2015-06-08,2716.71,Running,8,6,2015
2015-06-08,2886.87,Sci,8,6,2015
2015-06-08,103.25,Trekking,8,6,2015
2015-06-08,115.64,Nuoto,8,6,2015
2015-06-09,61.95,Basket,9,6,2015
2015-06-09,1381.07,Calcio,9,6,2015
2015-06-09,1960.1,Casual,9,6,2015
2015-06-09,460.91,Fitness,9,6,2015
2015-06-09,996.57,Mare,9,6,2015
2015-06-09,503.86,Nuoto,9,6,2015
2015-06-09,2052.2,Pesca,9,6,2015
2015-06-09,202.37,Snowboard,9,6,2015
2015-06-09,20.94,Tennis,9,6,2015
2015-06-10,4621.06,Fitness,10,6,2015
2015-06-10,40.89,Arti marziali,10,6,2015
2015-06-10,609.59,Calcio,10,6,2015
2015-06-10,594.72,Casual,10,6,2015
2015-06-10,24.37,Ciclismo,10,6,2015
2015-06-10,783.46,Running,10,6,2015
2015-06-10,313.47,Mare,10,6,2015
2015-06-10,61.54,Nuoto,10,6,2015
2015-06-10,2616.15,Pesca,10,6,2015
2015-06-10,900.34,Snowboard,10,6,2015
2015-06-10,281.96,Basket,10,6,2015
2015-06-11,2613.05,Casual,11,6,2015
2015-06-11,1174.45,Fitness,11,6,2015
2015-06-11,557.55,Basket,11,6,2015
2015-06-11,2623.67,Calcio,11,6,2015
2015-06-11,11.98,Arceria,11,6,2015
2015-06-11,69.8,Ciclismo,11,6,2015
2015-06-11,1263.78,Running,11,6,2015
2015-06-11,177.59,Snowboard,11,6,2015
2015-06-11,164.79,Trekking,11,6,2015
2015-06-11,1525.21,Pesca,11,6,2015
2015-06-11,564.57,Mare,11,6,2015
2015-06-12,185.85,Basket,12,6,2015
2015-06-12,45.02,Ciclismo,12,6,2015
2015-06-12,1868.0,Calcio,12,6,2015
2015-06-12,1627.22,Casual,12,6,2015
2015-06-12,908.19,Fitness,12,6,2015
2015-06-12,206.09,Freccette,12,6,2015
2015-06-12,548.05,Mare,12,6,2015
2015-06-12,102.84,Nuoto,12,6,2015
2015-06-12,1812.24,Pesca,12,6,2015
2015-06-12,408.87,Running,12,6,2015
2015-06-13,103.25,Calcio,13,6,2015
2015-06-13,2060.46,Casual,13,6,2015
2015-06-13,1207.2,Mare,13,6,2015
2015-06-13,1861.27,Fitness,13,6,2015
2015-06-13,408.87,Sci,13,6,2015
2015-06-13,659.97,Running,13,6,2015
2015-06-13,227.15,Snowboard,13,6,2015
2015-06-13,99.12,Subacquea,13,6,2015
2015-06-13,532.36,Trekking,13,6,2015
2015-06-13,185.85,Basket,13,6,2015
2015-06-13,922.23,Pesca,13,6,2015
2015-06-14,2620.07,Fitness,14,6,2015
2015-06-14,748.36,Mare,14,6,2015
2015-06-14,1341.84,Calcio,14,6,2015
2015-06-14,5161.26,Casual,14,6,2015
2015-06-14,185.02,Nuoto,14,6,2015
2015-06-14,433.65,Trekking,14,6,2015
2015-06-14,701.69,Running,14,6,2015
2015-06-14,739.27,Snowboard,14,6,2015
2015-06-14,147.44,Subacquea,14,6,2015
2015-06-14,164.79,Tennis,14,6,2015
2015-06-14,473.71,Pesca,14,6,2015
2015-06-15,917.27,Mare,15,6,2015
2015-06-15,198.24,Bambino,15,6,2015
2015-06-15,309.75,Basket,15,6,2015
2015-06-15,1869.65,Calcio,15,6,2015
2015-06-15,6221.02,Casual,15,6,2015
2015-06-15,1932.01,Fitness,15,6,2015
2015-06-15,1098.58,Running,15,6,2015
2015-06-15,625.7,Nuoto,15,6,2015
2015-06-15,230.87,Pattini,15,6,2015
2015-06-15,2561.84,Pesca,15,6,2015
2015-06-15,136.29,Snowboard,15,6,2015
2015-06-15,103.25,Tennis,15,6,2015
2015-06-16,1729.11,Fitness,16,6,2015
2015-06-16,185.85,Basket,16,6,2015
2015-06-16,1150.21,Calcio,16,6,2015
2015-06-16,5130.29,Casual,16,6,2015
2015-06-16,82.19,Bambino,16,6,2015
2015-06-16,412.17,Mare,16,6,2015
2015-06-16,164.37,Nuoto,16,6,2015
2015-06-16,2925.69,Pesca,16,6,2015
2015-06-16,702.1,Snowboard,16,6,2015
2015-06-16,412.59,Sci,16,6,2015
2015-06-17,236.4,Basket,17,6,2015
2015-06-17,1927.47,Calcio,17,6,2015
2015-06-17,2102.17,Casual,17,6,2015
2015-06-17,1949.36,Fitness,17,6,2015
2015-06-17,66.91,Ciclismo,17,6,2015
2015-06-17,36.76,Nuoto,17,6,2015
2015-06-17,4148.59,Pesca,17,6,2015
2015-06-17,10.74,Ping-pong,17,6,2015
2015-06-17,1317.47,Snowboard,17,6,2015
2015-06-17,313.47,Mare,17,6,2015
2015-06-18,4203.93,Casual,18,6,2015
2015-06-18,185.44,Bambino,18,6,2015
2015-06-18,94.99,Basket,18,6,2015
2015-06-18,1526.45,Calcio,18,6,2015
2015-06-18,1358.36,Running,18,6,2015
2015-06-18,23.21,Nuoto,18,6,2015
2015-06-18,3557.58,Pesca,18,6,2015
2015-06-18,165.2,Mare,18,6,2015
2015-06-18,979.64,Fitness,18,6,2015
2015-06-19,701.69,Fitness,19,6,2015
2015-06-19,136.29,Nuoto,19,6,2015
2015-06-19,288.69,Basket,19,6,2015
2015-06-19,1329.03,Calcio,19,6,2015
2015-06-19,2085.24,Casual,19,6,2015
2015-06-19,513.73,Mare,19,6,2015
2015-06-19,144.55,Running,19,6,2015
2015-06-19,149.8,Pattini,19,6,2015
2015-06-19,1247.67,Pesca,19,6,2015
2015-06-19,181.72,Tennis,19,6,2015
2015-06-19,185.85,Sci,19,6,2015
2015-06-19,103.25,Snowboard,19,6,2015
2015-06-19,205.67,Subacquea,19,6,2015
2015-06-20,296.95,Calcio,20,6,2015
2015-06-20,412.17,Casual,20,6,2015
2015-06-20,824.35,Fitness,20,6,2015
2015-06-20,235.0,Mare,20,6,2015
2015-06-20,1077.89,Pesca,20,6,2015
2015-06-20,102.84,Volley,20,6,2015
2015-06-21,442.9,Basket,21,6,2015
2015-06-21,1340.6,Calcio,21,6,2015
2015-06-21,1051.91,Casual,21,6,2015
2015-06-21,932.55,Fitness,21,6,2015
2015-06-21,227.56,Nuoto,21,6,2015
2015-06-21,1990.45,Pesca,21,6,2015
2015-06-21,90.86,Snowboard,21,6,2015
2015-06-22,2056.33,Calcio,22,6,2015
